plot	genre
Юный Кёсукэ Касуга со своей семьей, которая состоит из папаши-фотографа, кота-обжоры и двух непоседливых сестричек-школьниц, в очередной раз переезжает на новое местожительство. Столь частые переезды семьи Кёсукэ отнюдь не случайны, ведь он и его близкие обладают странными мистическими способностями, позволяющими совершать разные полезные, но не всегда разумные поступки: исчезать, телепортироваться, управлять объектами на расстоянии. Проблема только в том, что окружающие не хотят понимать суть этого дара, а видят в его обладателях лишь колдунов и подозрительных личностей. На новом месте о талантах Кёсукэ, к счастью, еще никто не знает, а это уже хороший повод начать нормальную жизнь обычного школьника и поставить наконец-то точку на этих бесконечных переездах, благо причин для этого множество – взять хотя бы озорных друзей и очаровательных учениц из новой школы.	комедия
Молодая синигами, богиня смерти Лисара Ресталл является в мир людей, чтобы восстановить славу и влияние своего клана. В мире сериала синигами питаются чужой энергией, причем только избранные могут  удовлетворить потребности высших существ. Найти такого партнера непросто, ведь душа большинства людей мелковата, в ней нет стержня, источника внутренней силы. Гостья не знала, что судьба, которая выше богов, уже приготовила ей сюрприз в лице простого парня по имени Рёсукэ Кага. А в чем сила простого 17-летнего японского школьника? Конечно же, в… воображении! В этой области Кага непобедимый чемпион, правда, большинство одноклассниц зовут его проще – извращенцем.Да, Рёсукэ не святой, но его эротические мечты имеют такую силу, что гордая Лисара, скрепя сердце, согласилась на временный контракт, иначе ее миссия провалилась бы. Теперь они партнеры, и каждый получил от союза что-то свое: юная богиня начала лучше понимать окружающих, а земной парень стал меньше фантазировать и получил шанс среди приключений и битв «перейти к практике». Правда, цена может оказаться высокой, ибо, как открыла гостья, в Книге Судеб ее новому знакомому отпущено не больше трех месяцев жизни. Но ведь всякие там книги, что сценарии аниме: хорошо пойдет – можно и продолжение написать!	комедия
"OAV-сериал начинается короткое время спустя описанных в ТВ-сериале событий, в ходе которых благодушному и невероятно удачливому капитану Тайлору вместе с пёстрым экипажем его славного крейсера ""Ветерок"" удалось предотвратить кровопролитную межгалактическую войну между Космическими Силами Объединённых Планет и Раалгонской империей - и всё это без единой утраченной человеческой жизни! Теперь Тайлор и его команда слывут героями, а ""Ветерок"" прозван Непобедимым. Но недолго им удаётся почивать на лаврах - враги не дремлют, и на горизонте появляется новая грозная опасность. Ситуация, казалось, безнадёжна, и все взоры обращены на Тайлора. Судьба мира в Галактике находится в руках самого безответственного человека в истории. И на этот раз необыкновенной удачливости капитана может не хватить, чтобы одержать победу..."	приключения
"Джасти Уэки Тайлор не может похвастаться ничем - ни профессиональными навыками, ни лидерскими качествами, ни быстротой мышления. Зато он обладает невероятным везением, которое перекрывает все недостатки, раз за разом выручая его в жизненных передрягах. По чистой случайности Тайлор оказывается спасителем любимых внучек самого адмирала, командующего Космическим Флотом Объединённых Планет. И в благодарность за это тот производит бездельника Тайлора сразу в капитаны, назначив под его командование славный крейсер ""Ветерок"". Сбылась мечта Тайлора - блестящая карьера, беззаботное существование в почёте и достатке...Но старый адмирал оказался не таким уж безумным. Крейсер ""Ветерок"", позор всего флота и свалка всех его человеческих отбросов, можно было назвать славным только в издёвку. Назначив Тайлора его капитаном, старик убил сразу двух зайцев - и дал ""награду"" за спасение внучек, и закрыл чёрную дыру, где дела были столь плачевны, что испортить что-либо уже не представлялось возможным. Но главное испытание ожидало впереди - только Тайлор вступил в командование, разразилась война с Раалгонской империей, и новоиспечённый капитан отправился во главе ""Ветерка"" на войну. Точнее, Тайлору приходится вести сразу две войны - одну с флотом Раалгона, другую - с собственным экипажем. Но благодушный Тайлор никогда не унывает, и удача всегда с ним..."	приключения
Это самая обычная улица, на которой живут Девочка и ее игрушечный Мишка, молодой Скрипач и юная Пианистка с афиш, разбитная Девица с винной рекламы, дерево-Смоковница на углу, непоседливый Мышонок и отвязная Моль. Жизнь людей, вещей и растений идет своим чередом – дерево зеленеет, мыши суетятся, девочка играет – а потом наступает война...	романтика
Садзаэ Исоно, позднее Фугута – молодая японка, живущая в бурное послевоенное время. Она – типичная «освобожденная женщина Востока», твердая и несгибаемая в вопросах семьи и моральных ценностей, гибкая и мудрая там, где нужно измениться, принять что-то новое и непривычное. А еще Садзаэ сообразительная, веселая и никогда не унывает – именно это позволяет ей жить и управляться, решая свои и чужие проблемы, с мужем, сыном, младшими братом и сестренкой, собственными родителями, а впридачу с целым кланом близких и дальних родичей.С 1969 года каждый выходной перед телезрителями предстают Садзаэ и ее семья – символ современной Японии, ее людей, их менталитета и образа жизни.  Пускай герои сериала десятилетиями живут в собственном мире, лишенном примет времени – целые поколения жителей Страны Восходящего солнца все равно следят за ними, переживают, сочувствуют, учатся. Ведь мы меняемся куда медленнее общества, и людьми нас делает вовсе не наличие авто, Интернета и сотовых телефонов!	комедия
Две молодые колдуньи, Мег и Нон, выбраны претендентками на место следующей королевы Волшебной Страны. Они отправляются на Землю, чтобы набраться знаний: ведь королевой станет та, которая будет знать больше о человеческом мире. Они поселяются с экс-колдуньями, которые редко пользуются магией. Своевольной, с мальчишескими замашками Мег нравится жить с человеческой семьей. У Нон же холодное сердце, и она не любит людей, но когда ее сопернице Мег угрожает опасность, Нон спасает ее – она хочет, чтобы состязание было честным.	романтика
В ночь на первое мая, известную в народе как Вальпургиеву ночь, когда мощь тёмных сил достигает своего апогея, в подвальном помещении колледжа группа участниц сатанинского Магического клуба проводила древний тайный обряд жертвоприношения. Желая открыть Врата Ада, юные ведьмы положили на заклание свою соученицу Китами. И Врата Ада действительно открылись - при свете свечей разыгралась жуткая трагедия, пережить которую не удалось никому (по крайней мере, все так считают).Спустя двенадцать лет студент того же колледжа Минасэ, зантересовавшись заброшенной с тех пор подсобкой, обнаруживает в стенной нише старинную рукописную книгу заклинаний чёрной магии. Попробовав некоторые заклинания, парень убеждается в их силе - достаточно ему написать своей кровью на бумажной фигурке инициалы приглянувшейся девушки и произнести магические слова, как ту сразу охватывает неудержимое сексуальное влечение к нему. Минасэ не удерживается от искушения использовать обретённую им силу, влюбив в себя самую популярную девушку колледжа красавицу Сироки, а также гордо демонстрирует своё умение друзьям.Однако он недооценил разлагающее влияние чёрной магии - соблазн обладать тайной властью над другими приводит к созданию нового Магического клуба, встречи которого выливаются в разнузданные оргии в духе маркиза де Сада. Юноша наконец осознаёт, насколько зло, заключённое в старинной книге, проникло в его душу и души соучеников - спустя двенадцать лет тень Дьявола вновь падает на колледж. Сможет ли Минасэ остановить его победное шествие до наступления Вальпургиевой ночи?	романтика
Вследствие перенаселённости Земли человечество совершило бросок в космос и создало гигантские колонии под названием «Стороны». Спустя годы одна из них, Сторона-3, желая отделиться от Земли, объявила метрополии войну. Провозгласив себя Герцогством Зион, мятежники предприняли массированное наступление. Юный Амуро Рэй, гражданин Стороны-7, случайно обнаружил у своего отца мобильный доспех Гандам, секретное оружие Земной Федерации. Именно Амуро, пилотирующему Гандама,  и экипажу крейсера «Белая база» предстоит сразиться на стороне землян против войск Зиона и положить конец войне, получившей название Однолетней войны 79-го года Вселенского Века.	приключения
Юдзи Сакай исчез, не успев сделать выбор между двумя девушками. Его выбор оказался иным - неожиданным, отчаянным и рискованным. Пройдя долгий путь и многое поняв, парень пожелал из простой пешки, смертника с бомбой внутри, превратиться в игрока и самому решить судьбу – не только собственную, но и тех, кто его любит. По жестоким законам этого мира существование Юдзи стерлось из памяти всех обычных людей. Помнят лишь участники Великой Игры и немногие смертные, так или иначе соприкоснувшиеся с тайным знанием. Они помнят и готовятся к новой войне.А война не за горами, ибо Маскарад, таинственная группа обитателей Багряного мира, обрела давно сгинувшего повелителя, который единственный знает цель ее создания. Противостоящие им Огненные Туманы и их помощники собирают силы для решающей битвы, не ведая, что на этот раз все будет не так просто. Даже в мире тьмы и багрового пламени нельзя делить все на черное и белое, ибо лучшие друзья могут ошибаться, а номинальные враги оказаться «частью силы той, что без числа творит добро, всему желая зла». А мы верим, что в конце Юдзи сотворит такое, что даже любимая не крикнет ему «замолчи, замолчи, замолчи»!	приключения
После эпидемии вируса «Апокалипсис» в 2029 году Страна Восходящего солнца оказалась банкротом и попала под внешнее управление. Частная организация GHQ, неизвестно откуда пришедшая к власти, ввела военное положение и безжалостно подавляет любую оппозицию. Тем не менее, даже десять лет спустя Токио регулярно сотрясают крупные и мелкие теракты, а ряды борцов Сопротивления лишь пополняются. Нежданно-негаданно в них попадает 17-летний Сю Ома, тихий парень, любитель видеомонтажа. Как водится, всему виною женщина – в данном случае Инори Юдзуриха, певица и сетевой идол, по совместительству – борец за свободу и член подпольной группировки «Гробовщики»!Попав в ситуацию словно из «Звездных войн», Сю взял себя в руки и твердо решил помочь «принцессе в беде». Быстро познакомившись с «гробовщиками», Ома втянулся в первые бои среди трущоб и, конечно же, открыл в себе «силу королей» - способность погружаться в Пустоту, что внутри Избранных, и доставать оттуда супероружие, манифестацию духа каждого из них. Теперь отступать некуда – свобода или смерть! При этом парень ухитряется учиться в старшей школе, готовить конкурсные клипы и дружить с Инори, которую отправили к нему «на усиление». Пользуйся Силой, Сю – иначе долго так не протянешь!	приключения
В недалеком будущем Япония пережила очередную войну и медленно, с трудом, снова поднимается из руин. Любая война – это ломка обыденности, театр разрушения, на сцене которого нет места добру и злу, а есть только цель и средства. Но рано или поздно жизнь входит в привычное русло, и вчерашние герои зря надеются, что «война все спишет». С такими мыслями персонажи отправляются на бал в старинном стиле, который устраивает Кано, крупный политик и бизнесмен. Будучи под следствием по подозрению в наживе на военных поставках, хозяин дома желает сохранить лицо и сделать громкое заявление, но… падает на сцене с ножом в спине.Однако по иронии судьбы на балу уже собрались лучшие специалисты Японии по расследованию преступлений! Сэйген Хаями из полиции, Идзуми Кояма из прокуратуры, Риэ Кайсё, дочь и представитель Ринроку Кайсё, великого детектива-затворника, японского Ниро Вулфа. И в завершение картины – знаменитый «детектив-неудачник» Синдзюро Юки с таинственной напарницей Ингой, чьи способности выходят далеко за рамки объяснимого. Разумеется, вместе они способны разгадать любую загадку, вот только все ли тайны стоит выносить на свет Божий? В любом случае, правду будем знать хотя бы мы, зрители!	приключения
Мать-паучиха – это кровожадный монстр из легенд эпохи Эдо. Судзури-сан – наш современник, букинист и классический «книжный червь», а Мидзуки-кун – внучка его домовладельца и школьница.Их общая история началась самым обычным днем, когда все были заняты самыми обыкновенными делами: Судзури-сан перебирал книги, а Мидзуки пыталась уговорить жильца внести квартплату (если вдруг выгорит, дед выдаст ей карманные деньги!), ну, а попутно, не особенно задумываясь над тем, что делает, отлепила бумажку с какими-то старыми письменами от одной библиографической редкости...И, как выяснилось чуть позже, сняла печать с предания о «грозной матери-паучихе». Тут-то из волшебного издания и выполз крошечный ёкай – трогательный монстр, ребенок-паучок...	драма
Выйдя в космос, человечество на горьком опыте убедилось – борьбу за существование никто не отменял. Хотя на Земле войны давно закончились, фракции колонистов еще долго выясняли отношения, пока не были «приведены к миру». Тяжелое оружие запретили, люди столетиями наслаждались покоем, и казалось, что наступил Золотой Век. Увы, так не думали агрессивные пришельцы в мобильных доспехах, начавшие уничтожать корабли и поселения землян. Про непобедимых захватчиков ничего не удалось узнать, потому их назвали просто – «неизвестный враг». При нападении на колонию Ован 7-летний Флит Асуно потерял мать, но перед смертью она успела отдать ему странное устройство…Юный Флит выжил и, разумеется, оказался техническим гением. В колонии Нора рядом с военной базой Федерации 14-летний парень под присмотром старших товарищей восстановил Гандам – легендарное оружие древности. Сведения из фамильного устройства помогли улучшить боевую машину, придав ей возможность самосовершенствования. Правда, неизвестные монстры до поры затаились, и многие колонисты стали считать, что опасность миновала. Но Флит и его друзья думали иначе, потому, когда враг явился на Нору, новый Гандам оказался готов к бою. Стоит ли упоминать, кто стал его пилотом и что было потом? У врагов Земли возникли большие проблемы!	приключения
В мире будущего наконец-то решили городскую транспортную проблему, изобретя автомобиль с настоящим искусственным интеллектом. Электронный мозг, контролирующий все фазы движения – от старта до парковки – делает ДТП практически невозможным, а водить такую машину может и ребенок. Потому вождению ныне обучают в начальной школе, а права лучшие ученики получают с 9-10 лет. Конечно, и умные машины можно водить по-разному: можно быть лихим трюкачом, как 11-летний Какэру Тодороки, или виртуозом-«фигуристом», как его подруга Риннэ Инаба. Главное – на дороге вести себя надо по правилам!Порядок не всем по нраву, и потомки водил-беспредельщиков объединились в банду «Ксенон», чья цель – вернуть старые времена: обгонять, подрезать, метаться меж полосами и ездить, как душеньке угодно. Террористы во главе с машиной-трансформером вламываются в академию «Аркадия», чтобы провести акцию устрашения. Не туда попали! Ведь в Японии каждая современная школа – лишь прикрытие тайной организации: местный директор – полный генерал, учительница начальных классов – бывшая «королева трека», профессор-совместитель на коленке паяет чудо-технику, а на подземных уровнях машины-роботы, названные «гирозеттерами», уже ждут своих героев. В итоге Какэру, попавший в нужное время в нужное место, на красном «Райберде» прогоняет хулиганов, но борьба, конечно, только начинается!	приключения
После смерти родителей 10-летних близнецов Химэнокодзи приняли разные люди. И вот после шести лет разлуки Акико узнала радостную весть – ее брат Акито стал настоящим мужчиной, живет самостоятельно и желает, чтобы они были вместе, как семья. Ради этого он перевелся в ее школу Св. Лилианы и теперь ждет сестру в огромном особняке на горе. Акико, с юных лет испытывавшая к брату отнюдь не сестринские чувства, летела на зов под лепестками сакуры и живо представляла, как они будут вдвоем, в ванной, на постели, рядом с ней… Увы, «особняк» превратился в общежитие членов Школьного совета, старший братик твердостью не уступил святому отшельнику, а вдобавок трое соседок в Акито тоже души не чают!Разумеется, соседки главных героев оказались колоритными личностями. Президент Араси – разбитная пышногрудая деваха, что ходит с японским мечом и меняет любовников обоего пола, как перчатки. Вице-президент Анастасия – наполовину русская княгиня и ведет себя соответствующе, но ее чувства к Акито, увы, видны без слов. Наконец, казначея Харуоми вообще воспитывали как мальчика, и получилось непонятно что, поклявшееся быть Акито верным рабом… или рабыней… ее не поймешь. А где гарантия, что не появится кто-то еще? В общем, Акико, как и положено в этом жанре, предстоит сражение на два фронта, а каково, представьте, бедному парню? Дрова колоть ему негде, остается тайно писать хентайные романы. Так, глядишь, и напряжение сбросит, и на жизнь себе с сестрой заработает!	комедия
Дом простого японского школьника Рито Юки давно превратился в форпост межзвездной империи, а сам хозяин пребывает в тяжких раздумьях. Как сделать выбор между подругой детства Харуной и принцессой Лалой, когда тебя одновременно домогается чуть ли не половина окружающего женского населения? Юная принцесса Момо, прирожденная интриганка, прибывшая на помощь старшей сестре, предлагает незадачливому Юки открыто признать себя галактическим принцем, которому гарем положен по определению. Тогда все заинтересованные дамы быстро разберутся между собой, а Рито обретет долгую, хотя вряд ли спокойную жизнь!Именно так, ведь в число избранных неизбежно войдет милая блондинка Ями, нанятая отвергнутыми женихами Лалы «разобраться» с каким-то ничтожным землянином. По понятным причинам знаменитая убийца не торопится выполнять заказ, хотя один раз уже пыталась накормить беднягу Рито обедом. Вот только пославший ее синдикат «Тьма» не устраивает потеря лица, и для исправления ситуации его хозяйка намерена принять самые решительные меры, вплоть до личного вмешательства. Наивная женщина! Ведь всем известно, что настоящего гаремного лидера не то что пушкой – Большим Взрывом не возьмешь!	комедия
Из-за обычной детской жестокости Мэй Татибана решила, что дружбы не существует, и любое сближение обернется лишь болью и предательством. Так неглупая и симпатичная девушка дожила до 16 лет, заработав в старшей школе вполне объяснимую репутацию одиночки и нелюдимой молчуньи. Конечно же, подобная аура необычности и отстраненности привлекла внимание «школьного принца» Ямато Куросавы. Куросава, парень честный, искренний и малость утомленный навязчивым вниманием знакомых девиц, сам стал искать встречи с Мэй – и добился своего, от души получив «с ноги». Но, как и положено, такое начало только разожгло взаимный интерес!Слово за слово, ребята начали встречаться, разговаривать, а потом случай и обстоятельства просто притянули их друг к другу. Мэй вошла в компанию Ямато и постепенно поняла, что вокруг нее вовсе не звезды и супермены, а такие же школьники – со своими мечтами, проблемами, комплексами, и если кому-то поможешь, то и тебе помогут тоже. В итоге Татибана получила от судьбы шанс услышать заветные слова, которые, пусть не сразу, переменили ее отношение к себе и окружающим. Конечно, местные «львицы» тут же оценили ситуацию и попытались ее исправить, но ведь не зря говорится - чему бывать, того не миновать!	комедия
Непутевый отец сбежал, проигравшись в дым, а дочь, 17-летнюю Нанами Момодзоно, грубые люди в черном выбросили из дома. Бедняжка вместе с пожитками отправилась в парк и вдруг среди ночи услышала голос, умолявший спасти от злой собаки. Прогнав не такого уж страшного пса, Нанами разговорилась с симпатичным незнакомцем и незаметно выложила свою печальную историю. Парень, назвавшийся Микагэ, пожалел девушку и в благодарность предложил ей пожить в его доме. Сам же он возвращаться не хочет, поскольку дома давно не был, ну и Томоэ наверняка в ярости. Встревать между гулякой и, похоже, ревнивой женой Момодзоно не хотелось, но и на скамейке ночевать не сахар, так что она взяла нехитрую карту и отправилась искать новое жилье.Вот только новый дом Нанами оказался синтоистским храмом, Томоэ – его хранителем и лисом-оборотнем, а сама она – местной богиней, которой коварный Микагэ передал свои полномочия! Томоэ и правда пришел в ярость, узнав, что старый хозяин бросил его после 20-летнего отсутствия, прислав взамен какую-то малявку. Взбешенный красавец-лис удалился в мир демонов, но юная богиня смогла вернуть его и заключить новый контракт, проявив при этом недюжинные храбрость, смекалку и женское обаяние. Сила и способности местного бога растут вместе с людской верой, а для этого необходимы время и усилия. Тут без верного помощника никак – Нанами ведь еще школу заканчивать!	комедия
Наги Сандзэнин, миниатюрная блондинка с двумя хвостиками и на редкость переменчивым настроением, впала в глубокую депрессию. Кстати, было отчего: машина сломалась, вокруг не ухоженная Япония, а жаркая пустыня Мохаве, и даже стакан холодного сока подать некому. Жизнь кончилась – родного дома нет, Хаятэ у нее больше не служит… Впрочем, вы уже догадались – это была иллюзия!Будущее не дано знать никому, а пока что боевой дворецкий Хаятэ Аясаки честно отрабатывает долг и держит слово защищать юную хозяйку до ее совершеннолетия. Защищать взбалмошную фантазерку Наги надо главным образом от скуки и собственной лени – в этом с верными слугами семьи Сандзэнин согласны фактически все персонажи: от ручного тигра Тамы до поп-идола Руки Суйрэндзи. А значит, поклонников и знатоков сериала снова ждут усадьбы и дворцы, академия Хакуо, Акихабара, Фиалковый особняк и множество новых приключений!	комедия
Вы всегда хотели знать, что такое «симулятор свиданий для девочек», но стеснялись спросить? Посмотрите «Великолепие семьи» и будет вам счастье. И полная ясность. И много-много прекрасных мужчин, обворожительных юношей и даже один впечатляющий старец («яичный порошок с душком... на любителя!» (с)).Горничная Хару – юная, целомудренно-неуклюжая, с непорочными провинциальными косами – поступает в услужение к знатной семье Мияномори (разумеется, для того, чтобы содержать стариков-родителей, для чего ж еще?!). Клан Мияномори представлен роскошным особняком, пятисотлетними стволами цветущих сакур и целым выводком ослепительных сыновей (Мияномото-старший специально многократно женился, чтобы наплодить достаточно помех честному труду горничных!).Готовясь отойти от дел, старый проказник объявил полудюжине своих отпрысков, что оставит наследство тому, кто меньше чем за год вызовет его наибольший интерес и сделает папочку счастливым («кто похвалит меня лучше всех, тот получит сладкую конфету!» (с)). Демонический доктор Тадаси, бравый полковник Исами, ленивый плейбой Сигэру, enfant terrible Масаси, жизнерадостный изобретатель Хироси, терпеливый плебей Сусуму – кто из них получит отцовские миллионы и поместья?…И какое отношение к этому будет иметь служанка Асаги Хару-тян?	романтика
Известно, что императоры Японии происходят от великой богини Аматэрасу. Но, по мнению ряда авторов, мужская линия императорской семьи, не прерывающаяся тысячи лет – лишь прикрытие, а на деле божественная сила передается по женской линии! Наследницы по прямой, принявшие родовое имя Цукуёми, испокон века жили в уединенных храмах и ради чистоты крови вступали в родственные  браки. При этом женщины, чтобы «не расплескать» силу богини, должны были полностью отринуть земные страсти, а их братья с малолетства обучались истово служить сестрам-жрицам, а когда придет время… ну, вы поняли.Но однажды система дала сбой, и в наше время наследница по имени Сасами, преодолев «промывку мозгов», попросту сбежала из храма вместе с братом Камиоми, чтобы жить, как обычные люди. Тронуть отступницу родичи не могут – ее защищает  божество, но воспитание никуда не денешь, и на воле Сасами быстро превратилась в затворницу-хикикомори. Зачем напрягаться, если есть верный братец, который и покормит, и напоит, и в бане выпарит? Другое дело, что природа берет свое, и постепенно девушка начала втягиваться в мирскую жизнь, у нее появились самые обычные желания… а вот с ними надо быть осторожнее, с такой силой можно и мир уничтожить. Впрочем, пока существует Аматэрасу, за героиней есть кому присмотреть!	комедия
По всему миру «арабских ночей» высятся несокрушимые башни, полные сокровищ и магических предметов. Откуда они взялись – неясно, но любой оставшийся в живых «покоритель донжонов» становится богат и знаменит. Именно такой судьбой грезит веселый Али-Баба, в одно прекрасное утро встретивший малыша, кушавшего в его повозке хозяйские арбузы. Аладдин, юный маг, вырвавшийся из храма, где рос в одиночестве, парнем оказался хорошим, но слегка наивным и жизни не знающим. Если бы не джинн Уго, сидевший во флейте Аладдина, в последующих приключениях ребята точно бы потеряли головы, а так и живы остались, и от злодеев ушли, и красотку прихватили за компанию!На Востоке жизнь жестока. Теперь скитальцам надо надеяться только на себя, работая рука об руку с друзьями-соперниками, хитрыми ворами и коварными властителями. Впрочем, Аладдин, Али-Баба и даже вчерашняя рабыня Морджана не так просты, как кажутся, и могут как следует удивить. Донжонов еще много, стран и морей в мире сериала еще больше, есть где пообщаться с джиннами, заняться политикой и отыскать новые тайны и чудеса. В конце концов, Шахерезады-рассказчицы в этом мире не было, и временные рамки героям никто не ставил!	приключения
